trip_id,pickup_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_duration_minutes,trip_distance_miles,pickup_zone,dropoff_zone,traffic_level,weather_condition,trip_type,surge_multiplier,fare_amount
TRIP_00955,2024-05-15 00:23:00,40.774754,-73.968376,40.776727,-73.956558,2,2,0.63,upper_east,upper_east,light,clear,standard,1.26,26.03
TRIP_00956,2024-02-03 12:55:00,40.739971,-73.991338,40.773653,-73.977803,2,7.3,2.43,downtown,upper_west,moderate,clear,standard,1.39,43.79
TRIP_00957,2024-04-03 17:43:00,40.753311,-73.981945,40.758018,-73.974778,1,2.2,0.5,midtown,midtown,heavy,fog,standard,2.18,84.76
TRIP_00958,2024-04-30 02:01:00,40.721067,-73.992028,40.739987,-73.993833,1,3.9,1.31,downtown,downtown,moderate,rain,standard,2.26,65.49
TRIP_00959,2024-01-18 00:16:00,40.756791,-73.983296,40.761965,-73.972904,1,2,0.65,midtown,midtown,light,snow,standard,1.21,39.43
TRIP_00960,2024-01-11 01:50:00,40.783717,-73.989642,40.77139,-73.978592,2,2.5,1.03,upper_west,upper_west,light,clear,standard,1.21,27.33
TRIP_00961,2024-05-09 09:40:00,40.818024,-73.957478,40.817029,-73.941875,2,3.7,0.82,harlem,harlem,heavy,clear,airport,1.18,69.69
TRIP_00962,2024-05-08 13:27:00,40.809012,-73.951522,40.818901,-73.949036,2,3.1,0.7,harlem,harlem,heavy,clear,airport,1.2,52.02
TRIP_00963,2024-04-12 02:40:00,40.737219,-73.983567,40.736972,-73.991719,1,2,0.43,downtown,downtown,light,rain,airport,1.4,56.37
TRIP_00964,2024-05-17 19:09:00,40.772005,-73.954912,40.778873,-73.968259,1,2.5,0.84,upper_east,upper_east,moderate,rain,standard,2.38,78.46
TRIP_00965,2024-01-22 09:05:00,40.722179,-73.994985,40.764302,-73.977209,1,13.8,3.06,downtown,midtown,heavy,clear,standard,2.02,112.37
TRIP_00966,2024-02-09 17:20:00,40.776723,-73.984114,40.81594,-73.9497,2,9.8,3.25,upper_west,harlem,moderate,clear,standard,2.25,102.24
TRIP_00967,2024-06-11 20:43:00,40.807551,-73.944226,40.803342,-73.959332,1,2.0,0.84,harlem,harlem,light,fog,standard,1.29,19.32
TRIP_00968,2024-01-17 09:44:00,40.776427,-73.98925,40.752793,-73.978964,1,5.2,1.72,upper_west,midtown,moderate,clear,standard,1.11,38.61
TRIP_00969,2024-01-15 07:05:00,40.776858,-73.981633,40.718215,-73.99853,1,24.9,4.15,upper_west,financial_district,severe,clear,standard,1.94,182.41
TRIP_00970,2024-04-26 19:38:00,40.719724,-73.995366,40.714546,-74.011913,1,2.8,0.94,financial_district,financial_district,moderate,clear,standard,2.22,53.96
TRIP_00971,2024-03-20 21:47:00,40.801479,-73.9565,40.762174,-73.970994,1,12.7,2.82,harlem,midtown,heavy,clear,airport,1.3,93.44
TRIP_00972,2024-01-31 00:45:00,40.765635,-73.982893,40.766661,-73.976238,1,2,0.36,midtown,midtown,light,clear,standard,1.27,26.76
TRIP_00973,2024-06-28 00:10:00,40.776191,-73.977662,40.774365,-73.986715,1,2,0.49,upper_west,upper_west,light,clear,shared,1.46,20.87
TRIP_00974,2024-03-29 16:33:00,40.806577,-73.94693,40.811415,-73.944557,1,2,0.36,harlem,harlem,heavy,clear,standard,1.93,36.95
TRIP_00975,2024-03-07 05:23:00,40.752639,-73.98009,40.756912,-73.987032,6,2,0.47,midtown,midtown,light,fog,standard,1.18,29.73
TRIP_00976,2024-03-09 23:56:00,40.713791,-74.007735,40.708055,-74.017721,1,2,0.66,financial_district,financial_district,light,clear,standard,1.86,40.67
TRIP_00977,2024-01-08 10:51:00,40.781389,-73.98179,40.784903,-73.987459,1,2,0.38,upper_west,upper_west,light,snow,standard,1.71,38.58
TRIP_00978,2024-03-10 16:04:00,40.782469,-73.957112,40.805852,-73.953553,5,4.9,1.63,upper_east,harlem,moderate,clear,airport,1.05,57.29
TRIP_00979,2024-06-09 02:31:00,40.774881,-73.987714,40.78716,-73.975265,1,2.6,1.07,upper_west,upper_west,light,clear,airport,1.25,63.55
TRIP_00980,2024-05-10 11:03:00,40.783885,-73.987764,40.774974,-73.981366,1,2.1,0.7,upper_west,upper_west,moderate,clear,standard,1.02,18.59
TRIP_00981,2024-05-25 05:23:00,40.75479,-73.985576,40.77612,-73.987452,2,3.5,1.48,midtown,upper_west,light,rain,standard,1.84,75.36
TRIP_00982,2024-01-27 18:43:00,40.813331,-73.942584,40.711579,-74.007104,1,35.1,7.8,harlem,financial_district,heavy,snow,luxury,1.27,407.22
TRIP_00983,2024-02-28 23:32:00,40.704501,-74.005696,40.707902,-74.014686,6,2,0.53,financial_district,financial_district,light,clear,luxury,1.03,39.11
TRIP_00984,2024-01-12 00:15:00,40.700604,-74.01684,40.738817,-73.996121,1,6.9,2.86,financial_district,downtown,light,clear,standard,1.22,39.72
TRIP_00985,2024-04-03 12:58:00,40.768443,-73.976866,40.765798,-73.973642,4,2,0.25,midtown,midtown,light,clear,standard,1.01,18.11
TRIP_00986,2024-02-15 01:35:00,40.815433,-73.941609,40.802001,-73.948226,1,2.4,0.99,harlem,harlem,light,clear,standard,1.18,21.54
TRIP_00987,2024-06-16 13:14:00,40.789641,-73.968739,40.766281,-73.983715,3,8.1,1.79,upper_east,midtown,heavy,clear,airport,1.23,98.03
TRIP_00988,2024-04-16 23:20:00,40.780639,-73.962864,40.715163,-73.992682,4,11.5,4.79,upper_east,financial_district,light,rain,standard,1.2,60.48
TRIP_00989,2024-05-26 11:07:00,40.732575,-73.987407,40.707961,-74.010043,4,6.2,2.07,downtown,financial_district,moderate,rain,airport,1.64,108.32
TRIP_00990,2024-02-15 07:51:00,40.729812,-73.995666,40.720003,-73.985635,1,2.6,0.86,downtown,downtown,moderate,clear,standard,1.6,36.47
TRIP_00991,2024-01-12 12:04:00,40.772479,-73.980016,40.775916,-73.988659,1,2,0.51,upper_west,upper_west,moderate,rain,standard,2.46,54.99
TRIP_00992,2024-03-13 09:20:00,40.714035,-73.99731,40.809558,-73.951402,1,21.1,7.03,financial_district,harlem,moderate,fog,standard,2.38,184.35
TRIP_00993,2024-04-26 00:23:00,40.767481,-73.970044,40.766845,-73.973539,5,2,0.19,midtown,midtown,light,clear,standard,1.87,38.29
TRIP_00994,2024-03-15 18:50:00,40.779317,-73.965226,40.781311,-73.96845,1,2,0.22,upper_east,upper_east,moderate,clear,standard,1.62,38.05
TRIP_00995,2024-06-08 07:29:00,40.771817,-73.967421,40.787191,-73.951508,1,8.1,1.35,upper_east,upper_east,severe,clear,standard,2.08,133.35
TRIP_00996,2024-05-31 15:49:00,40.750986,-73.976113,40.816927,-73.946431,3,21.7,4.81,midtown,harlem,heavy,clear,shared,1.85,84.8
TRIP_00997,2024-03-03 04:00:00,40.780962,-73.98094,40.702001,-74.012268,1,13.7,5.7,upper_west,financial_district,light,clear,standard,1.19,62.01
TRIP_00998,2024-02-29 17:22:00,40.808951,-73.94166,40.805501,-73.957163,1,2.5,0.85,harlem,harlem,moderate,rain,standard,1.88,46.31
TRIP_00999,2024-06-26 00:21:00,40.715494,-73.991596,40.703112,-73.9912,1,2.1,0.86,financial_district,financial_district,light,fog,airport,1.09,48.82
TRIP_01000,2024-06-17 12:54:00,40.813086,-73.958399,40.815474,-73.949426,3,2.2,0.5,harlem,harlem,heavy,clear,standard,1.29,25.91
TRIP_01001,2024-03-19 03:13:00,40.737718,-73.983048,40.732486,-73.998546,1,2.7,0.89,downtown,downtown,moderate,clear,standard,1.17,31.81
TRIP_01002,2024-03-01 13:31:00,40.70879,-74.018187,40.781303,-73.961042,1,14.0,5.84,financial_district,upper_east,light,clear,standard,1.54,61.22
TRIP_01003,2024-03-12 02:02:00,40.754765,-73.972978,40.754137,-73.97753,1,2,0.24,midtown,midtown,light,rain,standard,1.14,35.77
TRIP_01004,2024-05-13 13:44:00,40.786169,-73.966801,40.776596,-73.956993,1,2.5,0.84,upper_east,upper_east,moderate,rain,airport,1.66,77.42
TRIP_01005,2024-04-27 23:05:00,40.739046,-73.98414,40.732936,-73.981389,5,2,0.45,downtown,downtown,light,clear,airport,1.32,53.42
TRIP_01006,2024-01-25 16:08:00,40.802982,-73.940844,40.817507,-73.956213,2,3.9,1.29,harlem,harlem,moderate,clear,standard,1.19,20.78
TRIP_01007,2024-04-10 02:37:00,40.721487,-73.994222,40.731324,-73.987757,1,2,0.76,downtown,downtown,light,clear,standard,1.25,22.82
TRIP_01008,2024-01-16 13:42:00,40.753544,-73.972539,40.783188,-73.961863,2,5.1,2.12,midtown,upper_east,light,fog,standard,1.25,37.84
TRIP_01009,2024-03-15 08:54:00,40.778531,-73.966281,40.784455,-73.96465,1,2.5,0.42,upper_east,upper_east,severe,fog,standard,2.2,100.97
TRIP_01010,2024-04-10 22:53:00,40.80698,-73.950923,40.819479,-73.953449,5,2.6,0.87,harlem,harlem,moderate,clear,standard,1.14,22.35
TRIP_01011,2024-03-24 10:28:00,40.775483,-73.967729,40.776953,-73.954743,3,2.1,0.69,upper_east,upper_east,moderate,clear,standard,1.29,30.2
TRIP_01012,2024-02-29 02:12:00,40.759476,-73.97703,40.750298,-73.987412,1,2.0,0.84,midtown,midtown,light,clear,standard,1.2,28.41
TRIP_01013,2024-05-29 03:09:00,40.700273,-74.017671,40.703079,-74.008695,1,2,0.51,financial_district,financial_district,light,clear,standard,1.18,22.56
TRIP_01014,2024-02-12 14:29:00,40.781068,-73.962754,40.787588,-73.969215,2,2.5,0.56,upper_east,upper_east,heavy,rain,standard,1.91,59.5
TRIP_01015,2024-04-14 03:34:00,40.775558,-73.952194,40.778268,-73.968546,1,2.1,0.88,upper_east,upper_east,light,rain,standard,1.65,51.3
TRIP_01016,2024-02-23 14:19:00,40.788825,-73.978224,40.778994,-73.973886,2,2,0.72,upper_west,upper_west,light,clear,standard,1.79,29.63
TRIP_01017,2024-03-08 03:05:00,40.751367,-73.989748,40.781627,-73.982963,1,5.1,2.12,midtown,upper_west,light,rain,luxury,2.47,193.43
TRIP_01018,2024-06-29 22:38:00,40.709823,-73.999526,40.706567,-74.017742,1,2.4,0.98,financial_district,financial_district,light,clear,standard,1.49,34.13
TRIP_01019,2024-02-25 10:09:00,40.711006,-74.011862,40.719544,-74.016661,4,2,0.64,financial_district,financial_district,light,clear,standard,1.27,30.71
TRIP_01020,2024-03-04 11:25:00,40.722057,-73.998941,40.718545,-74.017282,1,2.4,0.99,downtown,financial_district,light,clear,standard,1.29,23.56
TRIP_01021,2024-06-22 09:16:00,40.765523,-73.979299,40.711916,-74.010564,2,18.2,4.05,midtown,financial_district,heavy,clear,luxury,1.62,279.26
TRIP_01022,2024-04-13 14:35:00,40.815537,-73.952572,40.807265,-73.947787,1,2,0.62,harlem,harlem,light,fog,shared,1.71,21.66
TRIP_01023,2024-05-20 07:06:00,40.784816,-73.977971,40.777783,-73.980244,1,3.0,0.5,upper_west,upper_west,severe,clear,standard,2.15,86.3
TRIP_01024,2024-01-27 04:07:00,40.701628,-74.019657,40.708207,-73.990348,3,3.8,1.6,financial_district,financial_district,light,clear,standard,1.6,41.28
TRIP_01025,2024-01-16 07:08:00,40.768884,-73.97821,40.762513,-73.971792,4,2,0.55,midtown,midtown,moderate,rain,standard,2.08,68.32
TRIP_01026,2024-04-12 11:43:00,40.807024,-73.953722,40.804311,-73.951607,5,2,0.22,harlem,harlem,light,clear,standard,1.97,23.82
TRIP_01027,2024-06-14 02:37:00,40.724019,-73.984199,40.772252,-73.951759,5,9.0,3.74,downtown,upper_east,light,clear,airport,1.96,119.53
TRIP_01028,2024-01-20 00:04:00,40.753767,-73.97999,40.723003,-73.986805,2,5.2,2.16,midtown,downtown,light,clear,standard,1.81,65.52
TRIP_01029,2024-02-02 02:57:00,40.771285,-73.966119,40.787099,-73.964946,1,2.6,1.09,upper_east,upper_east,light,rain,airport,2.16,112.74
TRIP_01030,2024-02-01 01:29:00,40.715497,-74.00988,40.701004,-74.001739,1,2.6,1.09,financial_district,financial_district,light,snow,standard,2.26,63.3
TRIP_01031,2024-02-13 18:27:00,40.8074,-73.954304,40.785019,-73.988722,3,10.7,2.37,harlem,upper_west,heavy,rain,standard,1.86,105.44
TRIP_01032,2024-05-07 00:24:00,40.809122,-73.955887,40.779027,-73.97083,4,5.3,2.22,harlem,upper_west,light,rain,standard,2.31,74.53
TRIP_01033,2024-02-14 11:13:00,40.762002,-73.986875,40.754608,-73.975125,1,2.4,0.8,midtown,midtown,moderate,clear,luxury,1.02,42.92
TRIP_01034,2024-03-11 08:28:00,40.769421,-73.970415,40.767602,-73.985721,1,4.9,0.81,midtown,midtown,severe,clear,standard,1.86,92.45
TRIP_01035,2024-01-09 19:39:00,40.739558,-73.991312,40.729319,-73.986419,1,4.5,0.75,downtown,downtown,severe,clear,standard,1.97,77.41
TRIP_01036,2024-03-03 20:18:00,40.787731,-73.978754,40.789098,-73.980333,1,2,0.13,upper_west,upper_west,light,clear,airport,1.18,44.08
TRIP_01037,2024-04-15 17:30:00,40.702423,-74.019817,40.719966,-73.999151,2,7.3,1.63,financial_district,financial_district,heavy,rain,standard,2.23,105.02
TRIP_01038,2024-01-23 08:24:00,40.754527,-73.980628,40.755778,-73.986556,2,2,0.32,midtown,midtown,heavy,fog,standard,1.37,50.05
TRIP_01039,2024-04-17 06:41:00,40.731027,-73.987892,40.763604,-73.984153,1,5.4,2.26,downtown,midtown,light,rain,standard,1.56,42.41
TRIP_01040,2024-06-10 17:50:00,40.716603,-73.994407,40.701295,-73.997835,1,3.2,1.07,financial_district,financial_district,moderate,clear,standard,2.19,57.06
TRIP_01041,2024-04-07 22:22:00,40.776718,-73.987315,40.789843,-73.976888,2,2.5,1.06,upper_west,upper_west,light,rain,airport,1.02,58.68
TRIP_01042,2024-05-19 15:22:00,40.727515,-73.98035,40.739131,-73.995971,5,3.4,1.15,downtown,downtown,moderate,clear,standard,1.15,25.44
TRIP_01043,2024-05-08 10:24:00,40.779362,-73.950273,40.782081,-73.968909,1,3.0,0.99,upper_east,upper_east,moderate,rain,standard,1.89,46.87
TRIP_01044,2024-02-16 00:20:00,40.732322,-73.99622,40.733065,-73.998926,1,2,0.15,downtown,downtown,light,clear,standard,1.72,27.04
TRIP_01045,2024-02-26 00:57:00,40.771574,-73.961477,40.704355,-74.012298,2,12.8,5.35,upper_east,financial_district,light,rain,standard,2.29,127.48
TRIP_01046,2024-04-30 16:22:00,40.725788,-73.986751,40.73062,-73.986341,1,2,0.33,downtown,downtown,moderate,rain,standard,1.37,25.76
TRIP_01047,2024-02-29 05:06:00,40.757715,-73.974418,40.771191,-73.95837,2,3.0,1.25,midtown,upper_east,light,fog,standard,1.04,32.23
TRIP_01048,2024-03-09 17:52:00,40.800698,-73.949167,40.802022,-73.943962,2,2,0.29,harlem,harlem,severe,rain,standard,1.4,54.95
TRIP_01049,2024-01-15 07:36:00,40.788958,-73.975663,40.782774,-73.962247,1,3.7,0.82,upper_west,upper_east,heavy,clear,standard,1.66,63.83
TRIP_01050,2024-02-14 05:15:00,40.725548,-73.990482,40.727769,-73.983586,3,2,0.39,downtown,downtown,light,rain,airport,2.34,96.09
TRIP_01051,2024-03-22 23:44:00,40.775221,-73.964426,40.812985,-73.958366,1,6.3,2.63,upper_east,harlem,light,clear,standard,1.86,64.28
TRIP_01052,2024-01-08 22:44:00,40.776195,-73.965194,40.788293,-73.958498,1,2.2,0.91,upper_east,upper_east,light,clear,standard,1.16,26.6
TRIP_01053,2024-05-25 18:09:00,40.734438,-73.983787,40.734928,-73.991919,6,2,0.43,downtown,downtown,heavy,rain,standard,1.62,57.48
TRIP_01054,2024-02-18 15:34:00,40.783868,-73.951659,40.773597,-73.964298,1,2.9,0.97,upper_east,upper_east,moderate,clear,standard,1.0,24.81
TRIP_01055,2024-02-14 15:02:00,40.705325,-74.001901,40.7131,-74.006625,2,2,0.59,financial_district,financial_district,light,snow,standard,1.15,24.37
TRIP_01056,2024-01-15 07:38:00,40.761657,-73.988967,40.765064,-73.984113,1,2,0.35,midtown,midtown,heavy,snow,standard,2.12,100.73
TRIP_01057,2024-01-06 16:30:00,40.710425,-73.992358,40.703458,-73.999517,2,2,0.61,financial_district,financial_district,moderate,rain,standard,2.22,54.41
TRIP_01058,2024-03-25 19:12:00,40.753016,-73.973281,40.772739,-73.980235,2,4.2,1.41,midtown,upper_west,moderate,rain,standard,2.32,95.54
TRIP_01059,2024-02-15 10:03:00,40.70914,-74.010152,40.703352,-74.000143,1,2,0.66,financial_district,financial_district,moderate,clear,standard,1.22,21.88
TRIP_01060,2024-02-07 18:45:00,40.761205,-73.988306,40.718142,-73.999053,2,18.2,3.03,midtown,financial_district,severe,snow,standard,1.46,167.58
TRIP_01061,2024-05-14 11:04:00,40.78257,-73.966547,40.779361,-73.965339,2,2,0.23,upper_east,upper_east,moderate,fog,standard,1.17,24.13
TRIP_01062,2024-06-29 21:25:00,40.737894,-73.995029,40.735,-73.996488,1,2,0.21,downtown,downtown,light,clear,standard,1.05,16.63
TRIP_01063,2024-01-26 10:19:00,40.777466,-73.952508,40.776508,-73.966985,1,2.3,0.76,upper_east,upper_east,moderate,clear,standard,1.55,31.95
TRIP_01064,2024-02-04 05:46:00,40.775981,-73.982817,40.732226,-73.996429,1,7.5,3.11,upper_west,downtown,light,clear,standard,1.28,51.54
TRIP_01065,2024-06-15 10:11:00,40.813601,-73.942054,40.805007,-73.949146,5,2.1,0.7,harlem,harlem,moderate,clear,standard,1.36,23.6
TRIP_01066,2024-05-23 22:56:00,40.735831,-73.980892,40.739048,-73.983524,1,2,0.26,downtown,downtown,light,rain,standard,1.09,21.74
TRIP_01067,2024-04-01 07:42:00,40.736342,-73.983501,40.726473,-73.990374,1,3.5,0.77,downtown,downtown,heavy,clear,standard,1.08,30.88
TRIP_01068,2024-02-14 12:19:00,40.815845,-73.940771,40.810254,-73.957063,1,2.8,0.94,harlem,harlem,moderate,clear,shared,1.06,13.38
TRIP_01069,2024-06-25 09:08:00,40.75751,-73.987785,40.753471,-73.982534,2,2,0.39,midtown,midtown,heavy,clear,shared,1.6,40.28
TRIP_01070,2024-01-01 22:36:00,40.78708,-73.978567,40.772993,-73.981005,3,2.4,0.98,upper_west,upper_west,light,fog,standard,1.15,26.76
TRIP_01071,2024-05-25 01:11:00,40.737537,-73.98945,40.724158,-73.983994,1,2.3,0.97,downtown,downtown,light,clear,standard,1.96,42.66
TRIP_01072,2024-03-22 19:14:00,40.810428,-73.94442,40.803574,-73.948301,3,2.3,0.52,harlem,harlem,heavy,rain,standard,1.11,35.01
TRIP_01073,2024-05-24 03:59:00,40.782465,-73.976674,40.774105,-73.974897,1,2,0.59,upper_west,upper_west,moderate,clear,standard,1.08,23.81
TRIP_01074,2024-02-06 10:47:00,40.719073,-73.996491,40.710353,-74.014979,1,5.1,1.14,financial_district,financial_district,heavy,clear,standard,1.26,35.4
TRIP_01075,2024-03-01 11:20:00,40.767726,-73.98457,40.766956,-73.972723,2,2,0.62,midtown,midtown,moderate,clear,standard,1.89,45.75
TRIP_01076,2024-06-11 02:52:00,40.819923,-73.957669,40.779996,-73.962249,1,6.6,2.77,harlem,upper_east,light,clear,airport,1.06,56.02
TRIP_01077,2024-04-24 00:16:00,40.758571,-73.982833,40.760389,-73.97736,2,2,0.31,midtown,midtown,moderate,clear,standard,1.1,26.97
TRIP_01078,2024-03-04 22:04:00,40.781161,-73.968868,40.775706,-73.964347,2,2,0.45,upper_east,upper_east,light,clear,standard,1.09,22.88
TRIP_01079,2024-03-06 03:46:00,40.717689,-74.017439,40.716988,-74.001525,2,2.0,0.84,financial_district,financial_district,light,clear,luxury,1.27,56.94
TRIP_01080,2024-01-13 12:28:00,40.80007,-73.959447,40.773989,-73.988785,2,5.7,2.37,harlem,upper_west,light,clear,standard,1.24,31.92
TRIP_01081,2024-02-12 13:31:00,40.7863,-73.983536,40.784172,-73.968751,2,2,0.79,upper_west,upper_east,light,clear,standard,1.15,21.63
TRIP_01082,2024-05-19 12:06:00,40.776879,-73.971837,40.800123,-73.950717,1,4.7,1.95,upper_west,harlem,light,fog,standard,1.03,31.05
TRIP_01083,2024-06-15 21:14:00,40.763858,-73.972648,40.750864,-73.970514,1,2.2,0.9,midtown,midtown,light,fog,standard,1.69,49.8
TRIP_01084,2024-04-25 02:51:00,40.703219,-74.014563,40.712746,-73.997817,1,2.6,1.1,financial_district,financial_district,light,fog,airport,1.16,58.45
TRIP_01085,2024-03-16 00:20:00,40.781642,-73.952663,40.713507,-74.003532,1,13.0,5.41,upper_east,financial_district,light,clear,standard,1.25,66.26
TRIP_01086,2024-01-19 10:10:00,40.778411,-73.988023,40.783479,-73.979253,2,2,0.58,upper_west,upper_west,moderate,rain,standard,1.96,45.27
TRIP_01087,2024-02-11 23:04:00,40.72852,-73.987106,40.73121,-73.980373,1,2,0.4,downtown,downtown,light,fog,luxury,1.17,48.11
TRIP_01088,2024-01-24 10:38:00,40.725491,-73.99935,40.775515,-73.974069,5,8.9,3.7,downtown,upper_west,light,clear,standard,1.18,34.35
TRIP_01089,2024-06-29 00:27:00,40.818294,-73.946511,40.817248,-73.956379,1,2,0.52,harlem,harlem,light,fog,airport,1.65,72.35
TRIP_01090,2024-02-12 19:56:00,40.775458,-73.986607,40.784037,-73.985456,4,2,0.6,upper_west,upper_west,moderate,clear,standard,1.6,37.72
TRIP_01091,2024-02-10 01:06:00,40.773397,-73.967874,40.769953,-73.986718,1,2.4,1.01,upper_east,midtown,light,clear,standard,1.3,37.36
TRIP_01092,2024-02-18 13:44:00,40.734252,-73.987301,40.738181,-73.980609,1,2,0.44,downtown,downtown,light,clear,standard,1.13,18.54
TRIP_01093,2024-05-18 08:42:00,40.776618,-73.959151,40.77412,-73.976903,1,2.8,0.95,upper_east,upper_west,moderate,clear,standard,1.03,35.67
TRIP_01094,2024-03-01 03:03:00,40.784067,-73.98595,40.77365,-73.977731,6,2.0,0.84,upper_west,upper_west,light,rain,shared,1.01,19.51
TRIP_01095,2024-05-26 17:53:00,40.789061,-73.984363,40.771833,-73.987755,1,5.4,1.2,upper_west,upper_west,heavy,fog,standard,2.14,100.87
TRIP_01096,2024-02-09 01:23:00,40.700037,-74.009481,40.701246,-74.014614,1,2,0.28,financial_district,financial_district,light,fog,standard,1.59,31.24
TRIP_01097,2024-04-19 02:18:00,40.806376,-73.958975,40.803772,-73.948767,1,2,0.56,harlem,harlem,light,clear,standard,1.84,28.92
TRIP_01098,2024-06-09 19:30:00,40.76515,-73.981616,40.759411,-73.988136,1,2,0.52,midtown,midtown,moderate,clear,standard,2.27,69.05
TRIP_01099,2024-01-25 00:13:00,40.769098,-73.970822,40.777277,-73.988546,2,2.6,1.09,midtown,upper_west,light,rain,luxury,1.76,113.73
TRIP_01100,2024-01-21 15:54:00,40.700096,-74.004727,40.716499,-74.004863,2,5.1,1.13,financial_district,financial_district,heavy,rain,standard,2.28,86.69
TRIP_01101,2024-03-19 12:30:00,40.773795,-73.97147,40.779251,-73.98373,1,2.2,0.74,upper_west,upper_west,moderate,rain,standard,2.47,58.24
TRIP_01102,2024-06-18 08:05:00,40.808775,-73.955318,40.814322,-73.957811,1,2,0.4,harlem,harlem,moderate,clear,airport,1.04,41.88
TRIP_01103,2024-05-19 12:11:00,40.774739,-73.956127,40.739246,-73.995301,2,7.7,3.2,upper_east,downtown,light,clear,standard,1.2,40.99
TRIP_01104,2024-04-04 05:28:00,40.711615,-74.00549,40.778827,-73.983227,1,11.5,4.79,financial_district,upper_west,light,clear,standard,1.1,43.63
